ID,SAFRA,default,PAY_AMT1_trat,PAY_AMT2_trat,PAY_AMT3_trat,AVG_PAY_trat,PAY_0_trat
14372,200602,0,C1,C1,C1,C1,C0
16006,200603,0,C1,C2,C0,C1,C0
19105,200604,1,C1,C1,C1,C0,C2
956,200510,0,C2,C2,C2,C1,C0
6646,200512,1,C1,C1,C1,C0,C1
16257,200603,0,C1,C2,C1,C1,C0
2463,200510,1,C1,C1,C1,C0,C2
17130,200603,1,C1,C0,C2,C0,C2
14185,200602,0,C0,C2,C0,C1,C0
2740,200510,0,C1,C1,C1,C1,C0
8907,200512,0,C2,C2,C1,C2,C0
6901,200512,0,C1,C1,C2,C2,C0
13388,200602,1,C2,C2,C2,C1,C0
9946,200601,0,C0,C2,C1,C1,C0
12793,200602,0,C1,C1,C1,C0,C0
5373,200511,0,C1,C1,C1,C1,C0
13654,200602,0,C1,C1,C0,C0,C2
12950,200602,0,C1,C2,C1,C0,C0
16433,200603,1,C1,C2,C2,C2,C2
4364,200511,0,C0,C0,C0,C0,C0
1455,200510,0,C1,C1,C1,C0,C0
14115,200602,0,C1,C1,C1,C1,C0
6067,200512,0,C2,C1,C0,C0,C2
19015,200604,0,C1,C1,C1,C0,C0
15172,200603,0,C1,C1,C2,C1,C0
2509,200510,0,C1,C1,C1,C0,C0
18426,200604,0,C0,C1,C0,C0,C2
2986,200510,0,C1,C1,C1,C0,C0
7373,200512,0,C1,C1,C1,C0,C0
12504,200602,1,C0,C0,C0,C1,C1
19249,200604,1,C0,C1,C0,C0,C1
1865,200510,0,C2,C2,C2,C2,C0
8795,200512,1,C1,C1,C0,C0,C0
6316,200512,1,C1,C0,C1,C0,C0
4071,200511,0,C1,C1,C1,C0,C0
2208,200510,1,C1,C1,C1,C1,C0
2753,200510,1,C1,C1,C1,C0,C0
9696,200601,0,C1,C2,C2,C1,C0
9786,200601,1,C0,C1,C1,C0,C1
4254,200511,0,C1,C1,C2,C1,C0
1976,200510,0,C1,C1,C2,C1,C0
19568,200604,0,C2,C1,C1,C2,C0
2416,200510,0,C1,C1,C1,C0,C0
17373,200603,0,C1,C1,C2,C1,C0
5666,200511,1,C2,C2,C2,C1,C0
12290,200602,0,C1,C1,C2,C1,C0
6813,200512,0,C2,C2,C2,C2,C0
7490,200512,0,C2,C2,C2,C1,C0
2639,200510,0,C1,C1,C2,C1,C0
8276,200512,0,C0,C2,C2,C1,C1
8611,200512,0,C0,C0,C0,C0,C0
599,200510,0,C1,C1,C2,C1,C2
5574,200511,0,C2,C2,C2,C1,C0
5046,200511,0,C2,C1,C1,C1,C0
1454,200510,0,C1,C1,C1,C0,C0
18796,200604,1,C0,C2,C0,C1,C0
15169,200603,0,C1,C1,C1,C0,C0
18793,200604,0,C1,C1,C1,C1,C0
7670,200512,0,C2,C2,C2,C2,C0
6541,200512,1,C0,C1,C1,C1,C2
19187,200604,0,C2,C2,C2,C2,C0
19739,200604,0,C1,C1,C1,C0,C0
2087,200510,1,C0,C1,C0,C1,C2
19828,200604,0,C1,C1,C1,C0,C0
9066,200601,0,C1,C1,C1,C0,C0
8134,200512,0,C0,C2,C1,C1,C0
13218,200602,0,C2,C1,C2,C1,C1
5734,200511,0,C2,C2,C2,C2,C0
2699,200510,0,C1,C1,C0,C0,C0
1600,200510,1,C1,C1,C1,C0,C0
12688,200602,0,C0,C1,C1,C1,C0
4533,200511,0,C1,C1,C1,C0,C0
16419,200603,0,C1,C1,C2,C1,C0
20405,200604,0,C1,C2,C2,C2,C0
8463,200512,0,C0,C1,C1,C0,C0
9347,200601,1,C1,C1,C1,C0,C0
4679,200511,0,C2,C2,C1,C1,C0
11824,200601,0,C2,C2,C2,C2,C0
5496,200511,0,C1,C0,C1,C0,C0
1958,200510,0,C1,C1,C2,C1,C0
4117,200511,1,C1,C1,C1,C0,C0
1409,200510,1,C2,C2,C2,C1,C0
1751,200510,0,C2,C2,C2,C1,C0
2275,200510,0,C1,C1,C1,C0,C0
4482,200511,0,C1,C2,C2,C2,C0
8352,200512,0,C2,C2,C2,C1,C0
2799,200510,0,C1,C1,C1,C1,C0
15752,200603,1,C1,C1,C2,C0,C2
1162,200510,0,C1,C1,C1,C1,C0
16940,200603,0,C2,C2,C2,C2,C0
17503,200603,0,C2,C2,C2,C1,C0
15998,200603,0,C0,C2,C1,C1,C0
15078,200603,0,C1,C1,C0,C0,C0
3364,200511,1,C2,C2,C2,C2,C0
10394,200601,0,C1,C1,C1,C0,C0
4269,200511,0,C2,C2,C2,C1,C0
14405,200602,0,C2,C1,C0,C0,C0
8768,200512,0,C1,C1,C1,C0,C0
3358,200511,1,C1,C1,C0,C0,C0
6506,200512,1,C1,C1,C1,C0,C0
20395,200604,0,C1,C1,C0,C0,C0
11539,200601,0,C0,C1,C0,C0,C1
15044,200603,0,C2,C2,C2,C1,C0
11709,200601,0,C1,C1,C1,C0,C0
14940,200602,0,C2,C1,C2,C2,C0
4578,200511,0,C1,C0,C1,C0,C0
16305,200603,1,C0,C0,C1,C0,C2
17713,200603,1,C1,C1,C0,C0,C2
10857,200601,0,C2,C2,C0,C2,C0
11203,200601,0,C1,C2,C2,C1,C0
19628,200604,0,C1,C1,C1,C0,C0
957,200510,0,C1,C1,C1,C2,C0
3333,200511,1,C0,C1,C2,C0,C0
9367,200601,0,C1,C1,C1,C0,C0
12583,200602,0,C1,C0,C2,C2,C0
15090,200603,0,C2,C2,C2,C1,C0
15965,200603,1,C1,C1,C0,C1,C2
11585,200601,0,C2,C0,C2,C1,C2
19008,200604,0,C0,C1,C1,C0,C0
7892,200512,0,C1,C1,C2,C2,C0
15662,200603,0,C1,C1,C2,C1,C0
10539,200601,0,C1,C1,C1,C1,C0
11289,200601,0,C2,C1,C1,C1,C0
2037,200510,0,C2,C1,C1,C1,C0
11840,200601,0,C1,C2,C2,C1,C0
5720,200511,0,C2,C0,C0,C0,C0
801,200510,0,C2,C1,C0,C1,C0
14214,200602,0,C2,C1,C2,C1,C0
14270,200602,0,C1,C2,C1,C1,C0
20812,200604,0,C2,C2,C2,C1,C0
14533,200602,0,C2,C1,C1,C1,C0
453,200510,0,C2,C2,C2,C2,C0
13262,200602,0,C0,C0,C0,C0,C2
14638,200602,1,C1,C1,C0,C0,C2
20225,200604,0,C0,C1,C1,C0,C2
4504,200511,0,C1,C1,C0,C0,C0
17683,200603,0,C1,C1,C1,C1,C0
4166,200511,1,C2,C2,C0,C1,C0
2766,200510,0,C1,C1,C2,C1,C0
10154,200601,0,C0,C0,C0,C0,C0
9697,200601,1,C0,C1,C0,C0,C1
13588,200602,0,C1,C1,C1,C1,C0
8645,200512,0,C0,C0,C0,C0,C1
14731,200602,0,C1,C1,C1,C0,C0
18200,200604,0,C1,C1,C2,C1,C0
5062,200511,0,C1,C0,C1,C1,C1
18239,200604,0,C1,C1,C0,C0,C0
2962,200510,0,C2,C2,C1,C2,C0
10028,200601,0,C2,C2,C0,C1,C0
8587,200512,0,C1,C1,C1,C1,C0
16496,200603,1,C1,C2,C1,C1,C1
20745,200604,1,C1,C2,C1,C2,C0
16215,200603,0,C1,C2,C0,C0,C0
250,200510,0,C1,C1,C1,C0,C0
12104,200602,0,C2,C2,C2,C2,C0
6070,200512,0,C2,C1,C1,C2,C0
10550,200601,1,C2,C2,C2,C1,C0
20987,200604,1,C1,C1,C1,C0,C1
17699,200603,0,C1,C1,C2,C0,C0
7806,200512,0,C0,C1,C0,C0,C0
1597,200510,0,C0,C1,C0,C0,C0
13734,200602,0,C2,C1,C1,C1,C0
11441,200601,1,C2,C0,C2,C1,C2
9534,200601,1,C1,C0,C0,C0,C0
5745,200511,0,C2,C2,C1,C1,C0
16518,200603,1,C0,C1,C1,C0,C2
12815,200602,0,C2,C2,C2,C1,C0
5940,200511,0,C2,C2,C2,C2,C1
9423,200601,0,C2,C2,C1,C2,C0
17275,200603,1,C1,C1,C1,C0,C0
15158,200603,0,C1,C1,C1,C0,C0
1584,200510,0,C0,C1,C1,C0,C2
8120,200512,0,C2,C2,C1,C2,C0
1269,200510,1,C1,C1,C1,C0,C0
1113,200510,0,C2,C1,C2,C1,C0
11354,200601,0,C2,C2,C2,C1,C0
4140,200511,0,C2,C2,C0,C1,C0
716,200510,0,C1,C1,C1,C0,C0
12350,200602,0,C1,C1,C1,C1,C0
14403,200602,1,C1,C1,C1,C0,C0
7466,200512,1,C2,C2,C2,C1,C0
8528,200512,0,C1,C1,C1,C1,C0
6439,200512,0,C1,C1,C1,C0,C0
14255,200602,0,C1,C1,C1,C0,C1
906,200510,0,C1,C0,C0,C1,C0
12200,200602,0,C2,C1,C1,C1,C0
8599,200512,1,C0,C1,C1,C1,C1
10208,200601,0,C2,C2,C2,C1,C0
19933,200604,0,C1,C1,C2,C1,C0
6027,200512,0,C1,C2,C2,C2,C0
5689,200511,0,C2,C2,C2,C1,C0
14912,200602,0,C1,C2,C1,C2,C0
740,200510,1,C1,C1,C0,C0,C2
5639,200511,0,C0,C1,C1,C1,C1
6682,200512,0,C1,C1,C2,C1,C0
412,200510,0,C0,C0,C1,C0,C0
16140,200603,0,C1,C1,C1,C0,C0
7882,200512,0,C1,C0,C0,C0,C1
17112,200603,0,C0,C1,C1,C0,C1
19132,200604,0,C1,C2,C2,C1,C0
4932,200511,1,C0,C1,C0,C0,C1
1716,200510,0,C1,C1,C1,C0,C0
9366,200601,0,C1,C1,C1,C0,C0
9324,200601,1,C2,C2,C2,C2,C0
18462,200604,0,C2,C1,C2,C1,C0
8649,200512,0,C1,C1,C2,C1,C0
15532,200603,1,C1,C1,C1,C0,C2
16091,200603,0,C1,C1,C1,C0,C2
3552,200511,0,C2,C2,C2,C2,C0
7765,200512,0,C1,C1,C1,C1,C0
16185,200603,1,C1,C1,C2,C1,C0
1825,200510,0,C2,C1,C1,C1,C2
12253,200602,0,C1,C0,C1,C0,C0
1400,200510,0,C1,C1,C0,C0,C0
19043,200604,1,C1,C0,C1,C0,C2
8315,200512,0,C1,C1,C2,C1,C0
11055,200601,0,C2,C0,C0,C1,C1
2079,200510,0,C1,C1,C2,C1,C0
4418,200511,0,C1,C1,C0,C0,C0
12676,200602,0,C1,C1,C1,C0,C0
1180,200510,0,C1,C1,C1,C0,C0
8990,200512,0,C2,C2,C1,C1,C0
16621,200603,0,C0,C1,C1,C0,C2
5490,200511,0,C2,C2,C2,C1,C0
4985,200511,0,C2,C2,C2,C1,C0
12091,200602,0,C0,C1,C1,C2,C1
512,200510,1,C1,C1,C1,C0,C0
6652,200512,0,C1,C1,C2,C1,C0
10755,200601,0,C1,C1,C1,C1,C0
6037,200512,0,C2,C2,C0,C1,C0
15604,200603,0,C0,C0,C0,C1,C0
16724,200603,0,C1,C1,C2,C1,C0
11754,200601,0,C2,C2,C2,C1,C0
8804,200512,0,C1,C1,C1,C0,C0
8569,200512,0,C2,C1,C2,C1,C0
15369,200603,1,C0,C1,C1,C0,C2
2797,200510,0,C1,C0,C2,C1,C0
20064,200604,0,C1,C1,C1,C0,C0
17353,200603,0,C1,C1,C1,C1,C0
2862,200510,1,C2,C1,C0,C1,C0
6188,200512,0,C1,C1,C1,C0,C0
15589,200603,0,C2,C2,C2,C1,C0
10436,200601,0,C1,C1,C1,C1,C0
7859,200512,0,C1,C1,C1,C0,C0
7337,200512,0,C1,C1,C1,C0,C0
17999,200603,0,C2,C0,C1,C1,C0
115,200510,0,C1,C1,C1,C0,C0
3273,200511,0,C2,C1,C1,C1,C0
17171,200603,0,C1,C1,C1,C0,C0
17557,200603,0,C1,C1,C1,C0,C0
12037,200602,0,C0,C0,C2,C1,C0
3809,200511,0,C2,C2,C2,C1,C0
6670,200512,0,C1,C1,C2,C1,C0
11893,200601,0,C1,C1,C0,C0,C0
3056,200511,0,C0,C0,C0,C0,C0
7012,200512,0,C2,C2,C2,C2,C0
16679,200603,0,C0,C1,C1,C0,C1
5270,200511,0,C1,C1,C1,C1,C0
12188,200602,0,C1,C1,C2,C1,C0
137,200510,0,C1,C1,C2,C1,C0
16275,200603,0,C0,C1,C0,C0,C0
382,200510,1,C1,C1,C1,C0,C2
5163,200511,0,C1,C0,C1,C0,C0
12272,200602,0,C2,C2,C0,C2,C0
13027,200602,0,C1,C1,C1,C0,C1
20062,200604,0,C2,C2,C2,C1,C0
11000,200601,0,C1,C1,C1,C0,C0
2097,200510,1,C1,C0,C2,C1,C1
17004,200603,0,C1,C1,C1,C0,C0
15935,200603,0,C1,C1,C2,C1,C0
4150,200511,0,C0,C0,C0,C0,C0
19449,200604,0,C2,C2,C1,C1,C0
14713,200602,0,C1,C1,C2,C2,C0
20606,200604,1,C2,C0,C2,C1,C1
17460,200603,0,C1,C1,C2,C1,C0
6888,200512,0,C1,C1,C1,C0,C0
9793,200601,0,C2,C2,C1,C1,C0
6090,200512,0,C0,C2,C0,C1,C1
12601,200602,0,C1,C0,C1,C0,C0
2940,200510,0,C1,C1,C1,C0,C0
18217,200604,1,C0,C1,C2,C2,C2
6794,200512,0,C2,C1,C2,C1,C0
7817,200512,0,C0,C1,C1,C0,C1
16544,200603,1,C0,C1,C2,C0,C1
5803,200511,0,C1,C2,C0,C1,C0
17826,200603,1,C0,C0,C0,C0,C0
5769,200511,0,C2,C1,C2,C1,C0
13130,200602,0,C2,C1,C1,C0,C0
10733,200601,1,C2,C2,C2,C1,C0
2189,200510,0,C1,C1,C1,C0,C0
6299,200512,0,C2,C2,C2,C2,C0
18849,200604,0,C0,C0,C0,C0,C1
1605,200510,0,C1,C1,C1,C1,C0
12035,200602,0,C1,C1,C0,C0,C0
19157,200604,0,C2,C0,C0,C0,C0
12268,200602,0,C1,C2,C2,C1,C0
15927,200603,0,C2,C2,C2,C1,C0
9558,200601,0,C0,C0,C0,C0,C0
222,200510,0,C2,C2,C2,C2,C0
13719,200602,0,C0,C0,C0,C0,C1
11320,200601,1,C0,C0,C0,C0,C1
19603,200604,0,C0,C0,C0,C0,C0
16407,200603,1,C0,C1,C1,C0,C0
17285,200603,1,C0,C0,C0,C0,C0
11872,200601,0,C1,C1,C1,C0,C0
2377,200510,0,C2,C0,C1,C1,C0
8102,200512,0,C1,C1,C1,C0,C0
17599,200603,1,C1,C1,C2,C0,C0
4720,200511,0,C1,C0,C1,C0,C2
20743,200604,1,C1,C1,C0,C0,C0
2718,200510,0,C2,C0,C0,C0,C1
17300,200603,0,C1,C1,C1,C0,C0
10995,200601,1,C2,C2,C0,C1,C1
4013,200511,0,C1,C1,C2,C1,C0
3298,200511,0,C1,C1,C1,C0,C0
8081,200512,0,C1,C1,C1,C0,C0
19305,200604,0,C2,C1,C0,C0,C0
19511,200604,1,C0,C0,C1,C1,C1
1303,200510,0,C1,C0,C1,C0,C0
5220,200511,1,C2,C1,C2,C1,C0
13268,200602,0,C1,C1,C1,C0,C0
1293,200510,0,C1,C1,C1,C1,C1
10576,200601,1,C1,C1,C2,C1,C2
9113,200601,0,C0,C0,C0,C0,C0
8169,200512,0,C2,C2,C2,C1,C0
14457,200602,0,C1,C1,C2,C1,C0
4654,200511,0,C1,C1,C1,C0,C2
6565,200512,0,C1,C1,C1,C1,C0
10597,200601,1,C1,C1,C2,C0,C0
20982,200604,1,C2,C1,C0,C0,C0
842,200510,0,C1,C1,C1,C0,C0
7189,200512,0,C2,C2,C2,C1,C0
16190,200603,0,C2,C2,C2,C2,C0
2880,200510,0,C1,C0,C1,C0,C0
17506,200603,0,C2,C2,C2,C2,C0
14880,200602,0,C1,C1,C1,C0,C0
10211,200601,0,C1,C1,C0,C0,C0
18605,200604,0,C1,C2,C2,C1,C0
13737,200602,0,C1,C0,C1,C0,C2
15174,200603,0,C1,C0,C1,C0,C0
17019,200603,0,C1,C1,C1,C0,C0
2004,200510,1,C1,C1,C1,C0,C2
1022,200510,0,C2,C1,C2,C1,C0
1027,200510,0,C1,C1,C1,C0,C0
10272,200601,0,C1,C1,C2,C0,C0
19788,200604,0,C0,C0,C0,C0,C0
9196,200601,1,C1,C1,C1,C0,C0
1312,200510,0,C0,C1,C1,C1,C2
11911,200601,0,C0,C0,C0,C0,C0
16175,200603,1,C1,C1,C1,C1,C0
5867,200511,0,C2,C2,C2,C1,C0
14746,200602,0,C1,C0,C0,C1,C0
12529,200602,0,C1,C1,C1,C0,C0
1395,200510,0,C1,C1,C1,C0,C0
7800,200512,0,C1,C1,C0,C1,C0
5082,200511,0,C0,C0,C1,C0,C0
9854,200601,0,C1,C1,C2,C1,C0
12710,200602,0,C2,C2,C2,C1,C0
11118,200601,0,C1,C0,C0,C0,C0
4567,200511,0,C1,C1,C1,C0,C0
11940,200601,0,C2,C2,C2,C2,C0
8931,200512,0,C2,C2,C2,C1,C0
12197,200602,1,C0,C0,C1,C0,C2
5279,200511,0,C2,C2,C2,C1,C0
16123,200603,0,C2,C2,C2,C2,C0
19234,200604,1,C1,C1,C1,C0,C2
14691,200602,1,C1,C1,C1,C0,C0
8596,200512,0,C0,C0,C0,C0,C1
9460,200601,0,C2,C2,C1,C2,C0
17989,200603,1,C1,C1,C1,C0,C2
15005,200603,0,C2,C2,C2,C1,C0
5188,200511,0,C1,C2,C2,C2,C0
19975,200604,0,C1,C1,C0,C0,C0
20968,200604,1,C0,C0,C0,C0,C2
13067,200602,0,C1,C0,C2,C0,C1
11382,200601,1,C2,C1,C2,C1,C0
18689,200604,1,C2,C1,C1,C0,C0
5699,200511,0,C1,C1,C2,C1,C0
8578,200512,0,C1,C1,C0,C0,C2
8637,200512,0,C1,C1,C1,C0,C0
16478,200603,1,C1,C1,C1,C0,C2
16152,200603,0,C1,C0,C1,C1,C0
10950,200601,1,C1,C1,C1,C0,C0
3794,200511,0,C1,C1,C0,C2,C0
16937,200603,0,C0,C1,C0,C0,C0
20535,200604,0,C1,C1,C1,C0,C0
10917,200601,0,C1,C1,C1,C0,C0
3475,200511,0,C1,C1,C1,C0,C0
19458,200604,0,C1,C1,C2,C1,C0
13531,200602,0,C1,C1,C1,C0,C0
7551,200512,0,C1,C1,C1,C0,C0
9504,200601,0,C1,C1,C0,C0,C2
19133,200604,0,C0,C1,C1,C0,C0
7642,200512,0,C1,C1,C1,C0,C0
16470,200603,1,C1,C1,C1,C0,C2
4788,200511,0,C2,C2,C2,C1,C0
20781,200604,0,C1,C1,C2,C1,C0
13350,200602,0,C1,C1,C1,C1,C0
16896,200603,1,C0,C1,C1,C0,C1
16017,200603,0,C0,C0,C0,C0,C2
4644,200511,0,C2,C2,C2,C2,C0
14041,200602,0,C0,C1,C0,C2,C0
6133,200512,1,C0,C0,C0,C0,C1
11860,200601,0,C2,C1,C2,C1,C0
13133,200602,0,C0,C0,C0,C0,C0
11687,200601,0,C2,C2,C2,C1,C0
4172,200511,0,C2,C2,C2,C1,C0
20189,200604,0,C0,C1,C1,C1,C0
4215,200511,0,C1,C1,C1,C1,C0
6675,200512,0,C2,C2,C2,C2,C0
20846,200604,0,C1,C2,C2,C1,C0
10326,200601,1,C1,C1,C2,C0,C0
20203,200604,0,C0,C0,C0,C0,C0
12497,200602,0,C1,C0,C1,C0,C0
5242,200511,0,C1,C1,C2,C0,C0
657,200510,0,C1,C1,C0,C0,C0
14542,200602,1,C2,C0,C0,C1,C2
14815,200602,0,C1,C1,C1,C1,C0
8298,200512,0,C0,C0,C0,C0,C1
15284,200603,0,C1,C2,C1,C1,C0
1852,200510,0,C2,C2,C2,C2,C0
6125,200512,0,C0,C0,C0,C0,C0
13929,200602,0,C0,C0,C0,C2,C0
19101,200604,1,C0,C1,C1,C0,C1
6638,200512,0,C1,C1,C1,C0,C0
1546,200510,1,C2,C1,C2,C1,C0
14513,200602,0,C1,C0,C0,C0,C0
12324,200602,0,C1,C1,C1,C0,C0
15042,200603,0,C1,C2,C0,C0,C0
20875,200604,0,C2,C2,C2,C2,C0
15775,200603,1,C1,C1,C1,C1,C2
1147,200510,1,C0,C0,C0,C0,C2
3204,200511,0,C1,C1,C2,C1,C0
2122,200510,0,C1,C1,C2,C1,C2
9443,200601,0,C2,C1,C1,C1,C0
5441,200511,0,C1,C1,C1,C0,C0
16277,200603,1,C2,C2,C2,C1,C0
17387,200603,1,C0,C1,C1,C0,C1
7313,200512,0,C2,C2,C2,C2,C0
20560,200604,1,C0,C1,C0,C0,C2
9100,200601,0,C2,C1,C2,C1,C0
11344,200601,1,C1,C1,C1,C0,C2
14250,200602,0,C1,C1,C1,C1,C0
14119,200602,0,C1,C1,C1,C0,C0
15914,200603,1,C1,C1,C1,C0,C0
13160,200602,1,C0,C0,C0,C0,C1
14421,200602,0,C1,C1,C1,C0,C0
17276,200603,0,C2,C2,C2,C1,C0
20383,200604,0,C0,C0,C0,C0,C0
6899,200512,0,C2,C2,C0,C1,C0
5133,200511,0,C1,C1,C2,C1,C0
11592,200601,0,C2,C2,C2,C2,C2
9236,200601,0,C1,C1,C1,C0,C0
14289,200602,1,C1,C0,C1,C0,C2
7976,200512,0,C0,C0,C0,C0,C0
13022,200602,1,C1,C1,C1,C0,C0
13861,200602,0,C1,C1,C2,C0,C0
2688,200510,0,C2,C2,C1,C2,C0
524,200510,1,C2,C1,C2,C1,C0
4696,200511,0,C2,C2,C2,C2,C0
18303,200604,0,C1,C1,C2,C1,C2
927,200510,0,C1,C1,C1,C0,C0
9438,200601,1,C0,C1,C2,C1,C2
6040,200512,0,C1,C1,C1,C0,C0
10501,200601,0,C1,C1,C1,C0,C0
4535,200511,0,C1,C1,C1,C1,C0
10685,200601,1,C0,C0,C0,C0,C1
5101,200511,0,C0,C0,C0,C0,C0
15830,200603,0,C1,C1,C1,C1,C0
18830,200604,0,C2,C2,C2,C1,C0
8199,200512,0,C1,C1,C2,C0,C0
15281,200603,0,C1,C1,C2,C1,C0
765,200510,0,C2,C2,C2,C1,C0
11183,200601,0,C0,C1,C1,C0,C1
7555,200512,0,C0,C1,C1,C0,C1
17806,200603,0,C2,C2,C2,C2,C0
5451,200511,0,C1,C1,C1,C0,C0
3961,200511,0,C1,C1,C1,C0,C0
18972,200604,0,C2,C2,C2,C2,C0
1357,200510,0,C1,C1,C1,C0,C0
6573,200512,0,C1,C1,C1,C0,C0
19411,200604,0,C2,C2,C2,C2,C0
18483,200604,0,C1,C1,C2,C1,C0
15793,200603,1,C1,C1,C1,C0,C0
39,200510,1,C1,C0,C0,C0,C1
9177,200601,0,C1,C1,C1,C0,C0
17178,200603,0,C0,C0,C0,C1,C0
5793,200511,0,C2,C2,C2,C2,C0
4075,200511,0,C2,C1,C1,C1,C0
373,200510,0,C1,C2,C0,C1,C0
17021,200603,1,C1,C1,C2,C1,C2
20420,200604,0,C1,C1,C1,C0,C0
15153,200603,0,C0,C1,C1,C0,C1
17631,200603,0,C1,C1,C2,C2,C0
14482,200602,0,C2,C0,C0,C0,C1
20023,200604,0,C2,C2,C2,C1,C0
6903,200512,0,C2,C2,C2,C1,C0
16778,200603,0,C2,C2,C2,C2,C0
9846,200601,0,C2,C1,C1,C1,C0
20983,200604,0,C2,C2,C0,C1,C0
3710,200511,1,C1,C1,C0,C0,C0
3449,200511,0,C2,C2,C2,C2,C0
8762,200512,0,C0,C0,C1,C0,C1
2987,200510,0,C1,C0,C1,C0,C0
7310,200512,0,C1,C1,C1,C0,C1
6975,200512,0,C2,C2,C2,C2,C0
12277,200602,0,C2,C2,C2,C2,C0
14876,200602,0,C0,C0,C1,C0,C0
6631,200512,0,C1,C1,C2,C2,C0
13476,200602,0,C1,C0,C1,C0,C0
13745,200602,1,C0,C2,C0,C1,C1
16054,200603,0,C1,C1,C1,C1,C0
8036,200512,0,C2,C2,C2,C1,C0
10912,200601,0,C1,C1,C1,C1,C0
15380,200603,0,C2,C2,C2,C1,C0
14898,200602,1,C0,C1,C1,C1,C1
3921,200511,1,C0,C0,C0,C0,C0
3461,200511,0,C2,C2,C2,C1,C0
4297,200511,0,C2,C2,C2,C1,C0
1261,200510,0,C1,C1,C2,C1,C0
20332,200604,0,C1,C1,C1,C0,C0
5100,200511,1,C1,C1,C1,C0,C2
9643,200601,0,C2,C1,C2,C1,C0
5346,200511,0,C0,C1,C1,C0,C1
2523,200510,0,C1,C2,C1,C1,C0
16751,200603,0,C1,C0,C0,C0,C0
2351,200510,0,C1,C1,C2,C1,C0
14105,200602,0,C1,C1,C2,C0,C1
18488,200604,0,C0,C0,C0,C0,C0
12786,200602,0,C1,C2,C2,C1,C0
1463,200510,0,C2,C2,C2,C1,C0
12791,200602,0,C1,C1,C1,C0,C0
8290,200512,0,C0,C0,C1,C0,C0
511,200510,0,C1,C1,C1,C0,C0
8402,200512,0,C1,C0,C1,C0,C0
4916,200511,0,C1,C1,C1,C0,C0
19632,200604,0,C1,C2,C2,C1,C0
19582,200604,0,C1,C2,C2,C2,C0
18932,200604,0,C0,C0,C2,C1,C0
629,200510,0,C1,C1,C1,C0,C0
8586,200512,0,C2,C2,C2,C1,C0
8963,200512,0,C2,C2,C2,C2,C0
20803,200604,1,C1,C1,C2,C1,C2
17000,200603,0,C1,C1,C2,C1,C0
14139,200602,0,C1,C1,C1,C1,C0
11468,200601,1,C0,C1,C0,C0,C0
2244,200510,1,C1,C1,C2,C1,C2
5593,200511,0,C1,C1,C1,C0,C2
12667,200602,0,C2,C2,C2,C2,C0
9223,200601,1,C1,C1,C1,C0,C1
10704,200601,0,C1,C1,C0,C0,C0
8811,200512,1,C0,C0,C0,C0,C1
18145,200604,0,C1,C2,C2,C1,C0
11181,200601,0,C2,C2,C2,C1,C2
17768,200603,0,C2,C2,C2,C2,C0
9321,200601,0,C1,C1,C2,C1,C0
612,200510,1,C0,C0,C0,C0,C0
8572,200512,0,C2,C2,C2,C1,C0
17054,200603,1,C1,C1,C2,C1,C0
13804,200602,1,C1,C0,C1,C0,C2
19288,200604,0,C1,C1,C1,C0,C0
11161,200601,0,C1,C1,C1,C0,C0
4576,200511,0,C1,C1,C1,C0,C0
8458,200512,0,C2,C2,C2,C1,C0
3707,200511,0,C2,C2,C2,C1,C0
18553,200604,1,C1,C2,C2,C1,C0
8525,200512,0,C2,C2,C1,C2,C0
9749,200601,0,C1,C0,C1,C0,C0
17735,200603,0,C0,C2,C0,C1,C1
4001,200511,0,C1,C1,C2,C0,C2
8942,200512,0,C2,C1,C1,C1,C0
343,200510,0,C0,C1,C2,C1,C0
9943,200601,0,C1,C1,C1,C0,C1
14850,200602,0,C1,C1,C0,C1,C0
3634,200511,1,C0,C1,C1,C1,C1
7437,200512,1,C1,C0,C1,C0,C2
12103,200602,0,C2,C1,C1,C1,C0
4169,200511,1,C1,C1,C1,C1,C0
8327,200512,0,C2,C2,C2,C1,C0
15001,200603,1,C2,C1,C1,C0,C0
16428,200603,0,C0,C0,C0,C1,C0
6627,200512,0,C2,C2,C2,C2,C0
2313,200510,0,C1,C1,C1,C0,C2
19658,200604,0,C1,C1,C1,C0,C1
9,200510,0,C1,C0,C1,C0,C0
16041,200603,0,C1,C1,C1,C0,C0
14300,200602,0,C0,C1,C1,C1,C0
13228,200602,0,C1,C0,C1,C0,C0
17545,200603,1,C1,C1,C0,C0,C2
7672,200512,0,C2,C0,C2,C2,C0
8697,200512,0,C1,C0,C1,C0,C2
10102,200601,0,C0,C0,C0,C0,C0
4689,200511,1,C1,C1,C1,C0,C2
1616,200510,1,C1,C1,C1,C0,C1
2595,200510,0,C1,C2,C2,C1,C0
6161,200512,1,C0,C0,C0,C0,C1
3848,200511,0,C2,C2,C2,C1,C0
13104,200602,0,C1,C1,C1,C0,C0
118,200510,1,C1,C1,C1,C0,C2
1955,200510,0,C1,C2,C1,C1,C0
19059,200604,0,C1,C1,C0,C0,C0
14740,200602,0,C1,C1,C2,C1,C0
10264,200601,0,C0,C1,C0,C0,C0
3651,200511,0,C1,C1,C1,C1,C0
15333,200603,0,C2,C1,C1,C2,C0
10831,200601,1,C1,C1,C1,C0,C2
18573,200604,0,C1,C2,C1,C1,C0
